time,rh,temp,pressure
10/11/2024 4:10 AM,0.768,19.6,101.29
10/11/2024 4:15 AM,0.768,19.6,101.29
10/11/2024 4:20 AM,0.768,19.6,101.29
10/11/2024 4:25 AM,0.768,19.6,101.29
10/11/2024 4:30 AM,0.768,19.6,101.29
10/11/2024 4:35 AM,0.768,19.6,101.29
10/11/2024 4:40 AM,0.768,19.6,101.31
10/11/2024 4:45 AM,0.768,19.6,101.31
10/11/2024 4:50 AM,0.772,19.6,101.31
10/11/2024 4:55 AM,0.772,19.6,101.31
10/11/2024 5:00 AM,0.772,19.6,101.31
10/11/2024 5:05 AM,0.772,19.6,101.31
10/11/2024 5:10 AM,0.767,19.7,101.31
10/11/2024 5:15 AM,0.767,19.7,101.31
10/11/2024 5:20 AM,0.767,19.7,101.29
10/11/2024 5:25 AM,0.767,19.7,101.29
10/11/2024 5:30 AM,0.767,19.7,101.31
10/11/2024 5:35 AM,0.763,19.7,101.31
10/11/2024 5:40 AM,0.763,19.7,101.31
10/11/2024 5:45 AM,0.763,19.7,101.31
10/11/2024 5:50 AM,0.763,19.7,101.31
10/11/2024 5:55 AM,0.763,19.7,101.31
10/11/2024 6:00 AM,0.763,19.7,101.31
10/11/2024 6:05 AM,0.763,19.7,101.32
10/11/2024 6:10 AM,0.763,19.7,101.32
10/11/2024 6:15 AM,0.763,19.7,101.34
10/11/2024 6:20 AM,0.763,19.7,101.34
10/11/2024 6:25 AM,0.763,19.7,101.34
10/11/2024 6:30 AM,0.763,19.7,101.35
10/11/2024 6:35 AM,0.763,19.7,101.36
10/11/2024 6:40 AM,0.759,19.7,101.36
10/11/2024 6:45 AM,0.759,19.7,101.38
10/11/2024 6:50 AM,0.763,19.6,101.38
10/11/2024 6:55 AM,0.763,19.6,101.38
10/11/2024 7:00 AM,0.763,19.6,101.38
10/11/2024 7:05 AM,0.763,19.6,101.39
10/11/2024 7:10 AM,0.763,19.6,101.39
10/11/2024 7:15 AM,0.763,19.6,101.39
10/11/2024 7:20 AM,0.763,19.6,101.41
10/11/2024 7:25 AM,0.763,19.6,101.41
10/11/2024 7:30 AM,0.763,19.6,101.42
10/11/2024 7:35 AM,0.763,19.6,101.42
10/11/2024 7:40 AM,0.759,19.7,101.42
10/11/2024 7:45 AM,0.759,19.7,101.42
10/11/2024 7:50 AM,0.759,19.7,101.44
10/11/2024 7:55 AM,0.759,19.7,101.45
10/11/2024 8:00 AM,0.759,19.7,101.45
10/11/2024 8:05 AM,0.763,19.7,101.47
10/11/2024 8:10 AM,0.758,19.8,101.47
10/11/2024 8:15 AM,0.758,19.8,101.47
10/11/2024 8:20 AM,0.758,19.8,101.48
10/11/2024 8:25 AM,0.758,19.8,101.48
10/11/2024 8:30 AM,0.758,19.8,101.48
10/11/2024 8:35 AM,0.758,19.8,101.50
10/11/2024 8:40 AM,0.758,19.8,101.50
10/11/2024 8:45 AM,0.763,19.7,101.51
10/11/2024 8:50 AM,0.759,19.7,101.51
10/11/2024 8:55 AM,0.759,19.7,101.51
10/11/2024 9:00 AM,0.759,19.7,101.51
10/11/2024 9:05 AM,0.759,19.7,101.51
10/11/2024 9:10 AM,0.763,19.6,101.51
10/11/2024 9:15 AM,0.763,19.6,101.50
10/11/2024 9:20 AM,0.763,19.6,101.51
10/11/2024 9:25 AM,0.763,19.6,101.51
10/11/2024 9:30 AM,0.763,19.6,101.51
10/11/2024 9:35 AM,0.768,19.6,101.53
10/11/2024 9:40 AM,0.768,19.6,101.53
10/11/2024 9:45 AM,0.767,19.7,101.53
10/11/2024 9:50 AM,0.763,19.8,101.53
10/11/2024 9:55 AM,0.763,19.8,101.51
10/11/2024 10:00 AM,0.758,19.9,101.51
10/11/2024 10:05 AM,0.762,19.9,101.51
10/11/2024 10:10 AM,0.758,20.0,101.53
10/11/2024 10:15 AM,0.753,20.1,101.51
10/11/2024 10:20 AM,0.753,20.1,101.51
10/11/2024 10:25 AM,0.753,20.1,101.51
10/11/2024 10:30 AM,0.757,20.1,101.51
10/11/2024 10:35 AM,0.757,20.1,101.51
10/11/2024 10:40 AM,0.761,20.1,101.53
10/11/2024 10:45 AM,0.761,20.1,101.53
10/11/2024 10:50 AM,0.761,20.1,101.51
10/11/2024 10:55 AM,0.761,20.1,101.51
10/11/2024 11:00 AM,0.766,20.1,101.53
10/11/2024 11:05 AM,0.766,20.1,101.53
10/11/2024 11:10 AM,0.766,20.1,101.53
10/11/2024 11:15 AM,0.766,20.1,101.53
10/11/2024 11:20 AM,0.761,20.2,101.53
10/11/2024 11:25 AM,0.757,20.2,101.51
10/11/2024 11:30 AM,0.757,20.2,101.51
10/11/2024 11:35 AM,0.757,20.2,101.51
10/11/2024 11:40 AM,0.761,20.2,101.51
10/11/2024 11:45 AM,0.761,20.2,101.53
10/11/2024 11:50 AM,0.752,20.3,101.51
10/11/2024 11:55 AM,0.752,20.3,101.51
10/11/2024 12:00 PM,0.748,20.3,101.50
10/11/2024 12:05 PM,0.748,20.3,101.50
10/11/2024 12:10 PM,0.748,20.3,101.50
10/11/2024 12:15 PM,0.752,20.2,101.48
10/11/2024 12:20 PM,0.752,20.2,101.48
10/11/2024 12:25 PM,0.748,20.3,101.48
10/11/2024 12:30 PM,0.748,20.3,101.47
10/11/2024 12:35 PM,0.748,20.3,101.47
10/11/2024 12:40 PM,0.744,20.3,101.47
10/11/2024 12:45 PM,0.744,20.3,101.47
10/11/2024 12:50 PM,0.744,20.3,101.47
10/11/2024 12:55 PM,0.744,20.3,101.47
10/11/2024 1:00 PM,0.744,20.3,101.47
10/11/2024 1:05 PM,0.744,20.3,101.47
10/11/2024 1:10 PM,0.744,20.3,101.45
10/11/2024 1:15 PM,0.744,20.3,101.45
10/11/2024 1:20 PM,0.744,20.3,101.45
10/11/2024 1:25 PM,0.744,20.3,101.45
10/11/2024 1:30 PM,0.744,20.3,101.44
10/11/2024 1:35 PM,0.739,20.3,101.44
10/11/2024 1:40 PM,0.739,20.3,101.44
10/11/2024 1:45 PM,0.739,20.3,101.42
10/11/2024 1:50 PM,0.739,20.3,101.42
10/11/2024 1:55 PM,0.739,20.3,101.42
10/11/2024 2:00 PM,0.744,20.3,101.42
10/11/2024 2:05 PM,0.744,20.3,101.41
10/11/2024 2:10 PM,0.744,20.3,101.42
10/11/2024 2:15 PM,0.748,20.3,101.42
10/11/2024 2:20 PM,0.748,20.3,101.42
10/11/2024 2:25 PM,0.744,20.3,101.42
10/11/2024 2:30 PM,0.744,20.3,101.41
10/11/2024 2:35 PM,0.744,20.3,101.41
10/11/2024 2:40 PM,0.748,20.2,101.41
10/11/2024 2:45 PM,0.744,20.3,101.39
10/11/2024 2:50 PM,0.739,20.3,101.39
10/11/2024 2:55 PM,0.739,20.3,101.39
10/11/2024 3:00 PM,0.739,20.3,101.38
10/11/2024 3:05 PM,0.739,20.3,101.38
10/11/2024 3:10 PM,0.739,20.3,101.36
10/11/2024 3:15 PM,0.739,20.3,101.36
10/11/2024 3:20 PM,0.739,20.3,101.36
10/11/2024 3:25 PM,0.739,20.3,101.36
10/11/2024 3:30 PM,0.739,20.3,101.36
10/11/2024 3:35 PM,0.739,20.3,101.36
10/11/2024 3:40 PM,0.739,20.3,101.36
10/11/2024 3:45 PM,0.735,20.3,101.35
10/11/2024 3:50 PM,0.739,20.3,101.35
10/11/2024 3:55 PM,0.744,20.3,101.34
10/11/2024 4:00 PM,0.743,20.4,101.34
10/11/2024 4:05 PM,0.743,20.4,101.34
10/11/2024 4:10 PM,0.747,20.4,101.32
10/30/2024 10:35 AM,0.607,19.9,101.51
10/30/2024 10:40 AM,0.450,19.5,101.72
10/30/2024 10:45 AM,0.442,19.8,101.72
10/30/2024 10:50 AM,0.435,19.9,101.73
10/30/2024 10:55 AM,0.441,20.0,101.73
10/30/2024 11:00 AM,0.451,20.1,101.73
10/30/2024 11:05 AM,0.459,20.1,101.73
10/30/2024 11:10 AM,0.461,20.2,101.73
10/30/2024 11:15 AM,0.469,20.2,101.75
10/30/2024 11:20 AM,0.469,20.2,101.75
10/30/2024 11:25 AM,0.473,20.2,101.75
10/30/2024 11:30 AM,0.479,20.3,101.73
10/30/2024 11:35 AM,0.483,20.3,101.72
10/30/2024 11:40 AM,0.484,20.4,101.73
10/30/2024 11:45 AM,0.493,20.4,101.73
10/30/2024 11:50 AM,0.501,20.4,101.73
10/30/2024 11:55 AM,0.509,20.4,101.73
10/30/2024 12:00 PM,0.514,20.4,101.73
10/30/2024 12:05 PM,0.514,20.4,101.73
10/30/2024 12:10 PM,0.508,20.3,101.73
10/30/2024 12:15 PM,0.500,20.3,101.72
10/30/2024 12:20 PM,0.495,20.2,101.72
10/30/2024 12:25 PM,0.495,20.2,101.72
10/30/2024 12:30 PM,0.500,20.3,101.73
10/30/2024 12:35 PM,0.517,20.3,101.73
10/30/2024 12:40 PM,0.530,20.4,101.72
10/30/2024 12:45 PM,0.530,20.4,101.72
10/30/2024 12:50 PM,0.526,20.4,101.72
10/30/2024 12:55 PM,0.530,20.4,101.72
10/30/2024 1:00 PM,0.539,20.4,101.72
10/30/2024 1:05 PM,0.539,20.4,101.70
10/30/2024 1:10 PM,0.534,20.4,101.70
10/30/2024 1:15 PM,0.525,20.3,101.69
10/30/2024 1:20 PM,0.517,20.3,101.69
10/30/2024 1:25 PM,0.517,20.3,101.69
10/30/2024 1:30 PM,0.517,20.3,101.67
10/30/2024 1:35 PM,0.521,20.3,101.67
10/30/2024 1:40 PM,0.525,20.3,101.67
10/30/2024 1:45 PM,0.529,20.3,101.67
10/30/2024 1:50 PM,0.534,20.3,101.66
10/30/2024 1:55 PM,0.539,20.4,101.66
10/30/2024 2:00 PM,0.543,20.4,101.66
10/30/2024 2:05 PM,0.547,20.4,101.66
10/30/2024 2:10 PM,0.548,20.5,101.66
10/30/2024 2:15 PM,0.551,20.4,101.64
10/30/2024 2:20 PM,0.551,20.4,101.64
10/30/2024 2:25 PM,0.555,20.3,101.64
10/30/2024 2:30 PM,0.551,20.4,101.64
10/30/2024 2:35 PM,0.548,20.5,101.64
10/30/2024 2:40 PM,0.548,20.5,101.64
10/30/2024 2:45 PM,0.548,20.5,101.64
10/30/2024 2:50 PM,0.539,20.5,101.64
10/30/2024 2:55 PM,0.531,20.5,101.63
10/30/2024 3:00 PM,0.526,20.4,101.63
10/30/2024 3:05 PM,0.522,20.4,101.61
10/30/2024 3:10 PM,0.519,20.5,101.60
10/30/2024 3:15 PM,0.519,20.5,101.60
10/30/2024 3:20 PM,0.519,20.5,101.60
10/30/2024 3:25 PM,0.523,20.5,101.58
10/30/2024 3:30 PM,0.526,20.4,101.58
10/30/2024 3:35 PM,0.530,20.4,101.58
10/30/2024 3:40 PM,0.534,20.4,101.58
10/30/2024 3:45 PM,0.542,20.3,101.60
10/30/2024 3:50 PM,0.543,20.4,101.61
10/30/2024 3:55 PM,0.543,20.4,101.60
10/30/2024 4:00 PM,0.539,20.5,101.58
10/30/2024 4:05 PM,0.531,20.5,101.60
10/30/2024 4:10 PM,0.523,20.5,101.60
10/30/2024 4:15 PM,0.519,20.5,101.58
11/18/2024 9:55 AM,0.494,19.8,101.36
11/18/2024 10:00 AM,0.494,19.8,101.36
11/18/2024 10:05 AM,0.498,19.8,101.36
11/18/2024 10:10 AM,0.498,19.8,101.36
11/18/2024 10:15 AM,0.498,19.8,101.36
11/18/2024 10:20 AM,0.501,19.7,101.35
11/18/2024 10:25 AM,0.501,19.7,101.35
11/18/2024 10:30 AM,0.498,19.8,101.35
11/18/2024 10:35 AM,0.494,19.8,101.35
11/18/2024 10:40 AM,0.498,19.8,101.35
11/18/2024 10:45 AM,0.498,19.8,101.34
11/18/2024 10:50 AM,0.503,19.8,101.34
11/18/2024 10:55 AM,0.503,19.8,101.32
11/18/2024 11:00 AM,0.507,19.8,101.34
11/18/2024 11:05 AM,0.507,19.8,101.32
11/18/2024 11:10 AM,0.510,19.7,101.34
11/18/2024 11:15 AM,0.506,19.7,101.31
11/18/2024 11:20 AM,0.506,19.7,101.29
11/18/2024 11:25 AM,0.498,19.8,101.29
11/18/2024 11:30 AM,0.501,19.7,101.31
11/18/2024 11:35 AM,0.501,19.7,101.29
11/18/2024 11:40 AM,0.506,19.7,101.29
11/18/2024 11:45 AM,0.506,19.7,101.29
11/18/2024 11:50 AM,0.509,19.6,101.28
11/18/2024 11:55 AM,0.517,19.5,101.28
11/18/2024 12:00 PM,0.517,19.5,101.28
11/18/2024 12:05 PM,0.517,19.5,101.26
11/18/2024 12:10 PM,0.521,19.5,101.26
11/18/2024 12:15 PM,0.525,19.5,101.28
11/18/2024 12:20 PM,0.525,19.5,101.28
11/18/2024 12:25 PM,0.530,19.5,101.28
11/18/2024 12:30 PM,0.526,19.6,101.25
11/18/2024 12:35 PM,0.531,19.6,101.25
11/18/2024 12:40 PM,0.531,19.6,101.25
11/18/2024 12:45 PM,0.535,19.6,101.23
11/18/2024 12:50 PM,0.535,19.6,101.22
11/18/2024 12:55 PM,0.535,19.6,101.22
11/18/2024 1:00 PM,0.532,19.7,101.20
11/18/2024 1:05 PM,0.532,19.7,101.20
11/18/2024 1:10 PM,0.535,19.6,101.20
11/18/2024 1:15 PM,0.535,19.6,101.20
11/18/2024 1:20 PM,0.540,19.6,101.20
11/18/2024 1:25 PM,0.536,19.7,101.19
11/18/2024 1:30 PM,0.537,19.8,101.19
11/18/2024 1:35 PM,0.533,19.8,101.17
11/18/2024 1:40 PM,0.534,19.9,101.17
11/18/2024 1:45 PM,0.534,19.9,101.17
11/18/2024 1:50 PM,0.534,19.9,101.17
11/18/2024 1:55 PM,0.534,19.9,101.16
11/18/2024 2:00 PM,0.531,20.0,101.16
11/18/2024 2:05 PM,0.527,20.1,101.14
11/18/2024 2:10 PM,0.532,20.1,101.14
11/18/2024 2:15 PM,0.536,20.1,101.13
11/18/2024 2:20 PM,0.536,20.1,101.13
11/18/2024 2:25 PM,0.535,20.0,101.14
11/18/2024 2:30 PM,0.542,19.8,101.14
11/18/2024 2:35 PM,0.546,19.8,101.14
11/18/2024 2:40 PM,0.549,19.7,101.13
11/18/2024 2:45 PM,0.549,19.7,101.13
11/18/2024 2:50 PM,0.554,19.7,101.12
11/18/2024 2:55 PM,0.554,19.7,101.12
11/18/2024 3:00 PM,0.562,19.6,101.12
11/18/2024 3:05 PM,0.562,19.6,101.12
11/18/2024 3:10 PM,0.557,19.6,101.12
11/18/2024 3:15 PM,0.561,19.5,101.12
11/18/2024 3:20 PM,0.557,19.6,101.12
11/18/2024 3:25 PM,0.540,19.6,101.10
11/18/2024 3:30 PM,0.499,19.5,101.09
11/18/2024 3:35 PM,0.441,19.5,101.09
11/18/2024 3:40 PM,0.406,19.7,101.07
11/18/2024 3:45 PM,0.381,19.8,101.07
11/18/2024 3:50 PM,0.370,19.9,101.07
11/18/2024 3:55 PM,0.415,20.0,101.07
11/18/2024 4:00 PM,0.458,20.0,101.09
11/18/2024 4:05 PM,0.484,20.0,101.09
11/18/2024 4:10 PM,0.495,19.9,101.10
11/18/2024 4:15 PM,0.500,19.9,101.12
11/18/2024 4:20 PM,0.508,19.9,101.12
11/18/2024 4:25 PM,0.509,20.0,101.12
11/18/2024 4:30 PM,0.514,20.0,101.10
11/18/2024 4:35 PM,0.514,20.0,101.10
11/18/2024 4:40 PM,0.514,20.0,101.10
11/18/2024 4:45 PM,0.501,20.0,101.12
11/18/2024 4:50 PM,0.484,20.0,101.12
11/18/2024 4:55 PM,0.445,20.0,101.12
11/22/2024 9:00 AM,0.455,20.1,101.35
11/22/2024 9:05 AM,0.510,20.1,101.60
11/22/2024 9:10 AM,0.521,19.9,101.58
11/22/2024 9:15 AM,0.533,19.8,101.57
11/22/2024 9:20 AM,0.541,19.7,101.57
11/22/2024 9:25 AM,0.549,19.7,101.57
11/22/2024 9:30 AM,0.562,19.6,101.57
11/22/2024 9:35 AM,0.566,19.6,101.55
11/22/2024 9:40 AM,0.570,19.6,101.55
11/22/2024 9:45 AM,0.572,19.8,101.55
11/22/2024 9:50 AM,0.576,19.8,101.55
11/22/2024 9:55 AM,0.574,20.0,101.57
11/22/2024 10:00 AM,0.574,20.1,101.57
11/22/2024 10:05 AM,0.575,20.2,101.55
11/22/2024 10:10 AM,0.576,20.3,101.57
11/22/2024 10:15 AM,0.576,20.4,101.55
11/22/2024 10:20 AM,0.581,20.5,101.54
11/22/2024 10:25 AM,0.578,20.7,101.54
11/22/2024 10:30 AM,0.582,20.7,101.53
11/22/2024 10:35 AM,0.582,20.7,101.53
11/22/2024 10:40 AM,0.590,20.6,101.51
11/22/2024 10:45 AM,0.589,20.5,101.51
11/22/2024 10:50 AM,0.592,20.3,101.50
11/22/2024 10:55 AM,0.600,20.2,101.48
11/22/2024 11:00 AM,0.600,20.1,101.47
11/22/2024 11:05 AM,0.600,20.1,101.45
11/22/2024 11:10 AM,0.608,20.0,101.44
11/22/2024 11:15 AM,0.603,20.0,101.44
11/22/2024 11:20 AM,0.603,20.0,101.44
11/22/2024 11:25 AM,0.599,20.0,101.42
11/22/2024 11:30 AM,0.599,20.0,101.44
11/22/2024 11:35 AM,0.599,20.0,101.45
11/22/2024 11:40 AM,0.599,20.0,101.45
11/22/2024 11:45 AM,0.603,19.9,101.44
11/22/2024 11:50 AM,0.603,19.9,101.41
11/22/2024 11:55 AM,0.603,19.9,101.41
11/22/2024 12:00 PM,0.603,19.9,101.39
11/22/2024 12:05 PM,0.603,19.9,101.39
11/22/2024 12:10 PM,0.603,19.9,101.38
11/22/2024 12:15 PM,0.595,20.0,101.36
11/22/2024 12:20 PM,0.591,20.0,101.38
11/22/2024 12:25 PM,0.591,20.0,101.36
11/22/2024 12:30 PM,0.595,20.0,101.36
11/22/2024 12:35 PM,0.595,20.0,101.35
11/22/2024 12:40 PM,0.595,20.0,101.35
11/22/2024 12:45 PM,0.599,19.9,101.34
11/22/2024 12:50 PM,0.603,19.9,101.35
11/22/2024 12:55 PM,0.603,19.9,101.35
11/22/2024 1:00 PM,0.603,19.9,101.35
11/22/2024 1:05 PM,0.594,19.9,101.34
11/22/2024 1:10 PM,0.586,19.9,101.34
11/22/2024 1:15 PM,0.581,19.9,101.32
11/22/2024 1:20 PM,0.581,19.9,101.34
11/22/2024 1:25 PM,0.581,19.9,101.32
11/22/2024 1:30 PM,0.573,19.9,101.32
11/22/2024 1:35 PM,0.568,19.9,101.32
11/22/2024 1:40 PM,0.568,19.9,101.31
11/22/2024 1:45 PM,0.556,20.0,101.32
11/22/2024 1:50 PM,0.548,20.0,101.32
11/22/2024 1:55 PM,0.539,20.0,101.32
11/22/2024 2:00 PM,0.531,20.0,101.31
11/22/2024 2:05 PM,0.522,20.0,101.32
11/22/2024 2:10 PM,0.522,20.0,101.32
11/22/2024 2:15 PM,0.526,20.0,101.32
11/22/2024 2:20 PM,0.535,20.0,101.32
11/22/2024 2:25 PM,0.544,20.0,101.32
11/22/2024 2:30 PM,0.548,20.0,101.32
11/22/2024 2:35 PM,0.552,20.0,101.32
11/22/2024 2:40 PM,0.553,20.1,101.32
11/22/2024 2:45 PM,0.557,20.1,101.32
11/22/2024 2:50 PM,0.561,20.1,101.31
11/22/2024 2:55 PM,0.566,20.1,101.32
11/22/2024 3:00 PM,0.570,20.1,101.32
11/22/2024 3:05 PM,0.570,20.1,101.31
11/22/2024 3:10 PM,0.574,20.1,101.31
11/22/2024 3:15 PM,0.574,20.1,101.31
11/22/2024 3:20 PM,0.578,20.1,101.31
11/22/2024 3:25 PM,0.578,20.1,101.31
11/22/2024 3:30 PM,0.583,20.1,101.31
11/22/2024 3:35 PM,0.583,20.1,101.31
11/22/2024 3:40 PM,0.587,20.1,101.31
11/22/2024 3:45 PM,0.587,20.1,101.31
11/22/2024 3:50 PM,0.591,20.1,101.31
11/22/2024 3:55 PM,0.592,20.2,101.32
11/22/2024 4:00 PM,0.592,20.2,101.32
11/22/2024 4:05 PM,0.592,20.2,101.32
11/22/2024 4:10 PM,0.596,20.2,101.32
11/22/2024 4:15 PM,0.600,20.2,101.32
11/22/2024 4:20 PM,0.604,20.1,101.32
11/22/2024 4:25 PM,0.604,20.1,101.31
12/4/2024 8:50 AM,0.578,20.0,101.57
12/4/2024 8:55 AM,0.538,19.9,101.97
12/4/2024 9:00 AM,0.546,19.8,101.97
12/4/2024 9:05 AM,0.546,19.8,101.97
12/4/2024 9:10 AM,0.546,19.8,101.97
12/4/2024 9:15 AM,0.546,19.8,101.97
12/4/2024 9:20 AM,0.542,19.8,101.97
12/4/2024 9:25 AM,0.542,19.8,101.97
12/4/2024 9:30 AM,0.542,19.8,101.97
12/4/2024 9:35 AM,0.543,19.9,101.95
12/4/2024 9:40 AM,0.539,20.0,101.95
12/4/2024 9:45 AM,0.536,20.1,101.95
12/4/2024 9:50 AM,0.536,20.1,101.95
12/4/2024 9:55 AM,0.533,20.2,101.95
12/4/2024 10:00 AM,0.533,20.2,101.95
12/4/2024 10:05 AM,0.533,20.2,101.97
12/4/2024 10:10 AM,0.529,20.3,101.97
12/4/2024 10:15 AM,0.529,20.3,101.98
12/4/2024 10:20 AM,0.526,20.4,101.98
12/4/2024 10:25 AM,0.525,20.3,101.98
12/4/2024 10:30 AM,0.525,20.3,101.98
12/4/2024 10:35 AM,0.528,20.2,101.97
12/4/2024 10:40 AM,0.536,20.1,101.98
12/4/2024 10:45 AM,0.536,20.1,101.98
12/4/2024 10:50 AM,0.539,20.0,101.98
12/4/2024 10:55 AM,0.535,20.0,101.97
12/4/2024 11:00 AM,0.535,20.0,101.95
12/4/2024 11:05 AM,0.538,19.9,101.95
12/4/2024 11:10 AM,0.534,19.9,101.94
12/4/2024 11:15 AM,0.534,19.9,101.92
12/4/2024 11:20 AM,0.538,19.9,101.91
12/4/2024 11:25 AM,0.534,19.9,101.89
12/4/2024 11:30 AM,0.534,19.9,101.88
12/4/2024 11:35 AM,0.538,19.9,101.86
12/4/2024 11:40 AM,0.534,19.9,101.86
12/4/2024 11:45 AM,0.534,19.9,101.86
12/4/2024 11:50 AM,0.538,19.9,101.86
12/4/2024 11:55 AM,0.539,20.0,101.88
12/4/2024 12:00 PM,0.539,20.0,101.88
12/4/2024 12:05 PM,0.540,20.1,101.89
12/4/2024 12:10 PM,0.540,20.1,101.89
12/4/2024 12:15 PM,0.537,20.2,101.91
12/4/2024 12:20 PM,0.534,20.3,101.89
12/4/2024 12:25 PM,0.538,20.3,101.88
12/4/2024 12:30 PM,0.534,20.3,101.86
12/4/2024 12:35 PM,0.537,20.2,101.85
12/4/2024 12:40 PM,0.540,20.1,101.83
12/4/2024 12:45 PM,0.540,20.1,101.83
12/4/2024 12:50 PM,0.539,20.0,101.83
12/4/2024 12:55 PM,0.547,19.9,101.83
12/4/2024 1:00 PM,0.546,19.8,101.83
12/4/2024 1:05 PM,0.546,19.8,101.82
12/4/2024 1:10 PM,0.545,19.7,101.82
12/4/2024 1:15 PM,0.548,19.6,101.82
12/4/2024 1:20 PM,0.552,19.5,101.80
12/4/2024 1:25 PM,0.556,19.5,101.80
12/4/2024 1:30 PM,0.556,19.5,101.79
12/4/2024 1:35 PM,0.552,19.5,101.79
12/4/2024 1:40 PM,0.552,19.5,101.79
12/4/2024 1:45 PM,0.556,19.5,101.77
12/4/2024 1:50 PM,0.555,19.4,101.77
12/4/2024 1:55 PM,0.555,19.4,101.76
12/4/2024 2:00 PM,0.555,19.4,101.76
12/4/2024 2:05 PM,0.560,19.4,101.75
12/4/2024 2:10 PM,0.560,19.4,101.75
12/4/2024 2:15 PM,0.560,19.4,101.75
12/4/2024 2:20 PM,0.556,19.5,101.75
12/4/2024 2:25 PM,0.557,19.6,101.75
12/4/2024 2:30 PM,0.550,19.8,101.75
12/4/2024 2:35 PM,0.550,19.8,101.75
12/4/2024 2:40 PM,0.547,19.9,101.75
12/4/2024 2:45 PM,0.548,20.0,101.75
12/4/2024 2:50 PM,0.548,20.0,101.75
12/4/2024 2:55 PM,0.540,20.1,101.76
12/4/2024 3:00 PM,0.540,20.1,101.76
12/4/2024 3:05 PM,0.541,20.2,101.75
12/4/2024 3:10 PM,0.538,20.3,101.75
12/4/2024 3:15 PM,0.538,20.3,101.75
12/4/2024 3:20 PM,0.539,20.4,101.75
12/4/2024 3:25 PM,0.534,20.4,101.73
12/4/2024 3:30 PM,0.538,20.3,101.73
12/4/2024 3:35 PM,0.538,20.3,101.73
12/4/2024 3:40 PM,0.537,20.2,101.73
12/4/2024 3:45 PM,0.537,20.2,101.73
12/4/2024 3:50 PM,0.540,20.1,101.73
12/4/2024 3:55 PM,0.540,20.1,101.73
12/4/2024 4:00 PM,0.539,20.0,101.72
12/4/2024 4:05 PM,0.539,20.0,101.72
12/4/2024 4:10 PM,0.543,19.9,101.72
12/4/2024 4:15 PM,0.543,19.9,101.72
12/4/2024 4:20 PM,0.546,19.8,101.70
12/4/2024 4:25 PM,0.546,19.8,101.72
12/4/2024 4:30 PM,0.546,19.8,101.72
12/4/2024 4:35 PM,0.546,19.8,101.73
12/4/2024 4:40 PM,0.546,19.8,101.75
12/4/2024 4:45 PM,0.546,19.8,101.75
12/4/2024 4:50 PM,0.546,19.8,101.75
12/4/2024 4:55 PM,0.543,19.9,101.75
