SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.51936 195.937 345.332 572.842 849.331 1058.59 1245.77 1387.62,-0.923665 224.427 382.05 586.254 807.95 1006.43 1201.01 1401.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Leak,Leak,Leak,Leak,Leak,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,treatment,species,transect,plant.id,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,s,mol m?² s?¹,mmol m?² s?¹,µmol m?² s?¹,µmol mol?¹,µmol mol?¹,Pa,Pa,mol m?² s?¹,mol m?² s?¹,mol m?² s?¹,mol m?² s?¹,W m?²,°C,°C,kPa,%,kPa,kPa,kPa,W m?²,W m?²,W m?²,W m?²,µmol m?² s?¹,mmol m?² s?¹,µmol m?² s?¹,µmol mol?¹,µmol mol?¹,µmol mol?¹ s?¹,cm³,mmol m?² s?¹,mmol mol?¹,mmol mol?¹,mmol mol?¹ s?¹,cm³,µmol s?¹,%,,%,µmol s?¹,µmol m?² s?¹,µmol m?² s?¹,,J/µmol,cm²,,,mol m?² s?¹,,s,µmol mol?¹,µmol mol?¹,mmol mol?¹,mmol mol?¹,µmol mol?¹,mmol mol?¹,µmol s?¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m?² s?¹,µmol m?² s?¹,µmol mol?¹,µmol mol?¹,µmol mol?¹,mmol mol?¹,µmol mol?¹,mmol mol?¹,kPa,kPa,°C,°C,µmol m?² s?¹,,,,,µmol m?² s?¹,,,°C,°C,°C,°C,°C,µmol m?² s?¹,µmol m?² s?¹,µmol m?² s?¹,s,,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol?¹,µmol mol?¹ min?¹,µmol mol?¹,,mmol mol?¹,mmol mol?¹ min?¹,mmol mol?¹,,,,,V,V,,,,,,,,,,,,,V,V,mV,mV,°C,°C,%,°C,mmol mol?¹,%,%,,V,V,V,V,V,V,V,mg,mg,mg,hrs,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,µmol/mol,,,,mmol/mol,,,,µmol mol?¹,µmol mol?¹,mmol mol?¹,mmol mol?¹,min,min,V,V,V,V,V,V,°C,V,,µmol s?¹,µmol s?¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol?¹,mmol mol?¹,%,%
1,1728490938,0,20241009 09:22:17,09:22:17,5,preburn,quag,8,66,1728490930,0.000657978,0.657977754,-0.406097491,54.21082581,69.15802542,6.752199268,5.292839061,0.039379335,2.886021339,0.039083244,0.024453444,283.8975016,26.27303785,25.00293548,3.180234111,50.33858133,1.576572494,3.131936682,1.603661617,-29.01681894,-39.90010396,-2.920698281,212.0598805,-0.813578628,0.646273241,-0.406097491,53.98030601,54.64200242,-0.056845977,66.79881972,0.657977754,15.48290015,16.13121758,-0.00018966,78.88081851,0,0,1,0,51966.25807,1600.029677,1358.808745,0.849239714,0.177432647,6,0.5,0: Broadleaf,2,TRUE,1728490930,54.21082581,53.43231613,16.14772258,15.5119129,57.45682581,16.23872258,600.0261613,97.53421935,0.100136555,24.74649355,25.00293548,999.9,0,0,10000.51903,0,421.9316452,0.831964677,55.15538065,54.27422581,0.644008226,53.43231613,15.5119129,1.575754839,1.512942258,13.72372903,13.0995871,1600.029677,0.692009032,0.307990968,0,2.086406452,0,15450.65806,13790.47097,37.4473871,38.18925806,38.03403226,36.13483871,36.79616129,1107.235806,492.793871,0,1728490994,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,0.893846244,-1.528362314,0.172450344,0,0.643304951,0.045267429,0.00867513,1,1,2,1/2,3.23168,2.70422,0.0167517,0.0156583,0.0852959,0.0829815,32528,31845.6,31658.7,30643.4,38811.6,37133.5,44394.6,42768.1,2.2101,1.9543,0.145264,0,22.617,999.9,69.1,22.4,19.261,61.2501,25.9455,1,-0.379172,-1.91426,20.1856,5.22822,11.9969,4.9677,3.297,9999,9999,9999,148,4.97109,1.86768,1.85885,1.86508,1.86305,1.86436,1.85989,1.86394,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-3.246,-0.091,-2.803121016,-0.006773962,-8.29607E-08,3.32297E-10,-0.071035199,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,1320.4,1320.4,0.032959,4.99878,1.44775,2.33032,1.55151,2.41211,28.4163,15.0076,18,605.095,447.143,22.1545,22.0679,30.001,21.9391,21.8394,0,29.6743,83.0146,22.4154,10,15.3928,100.502,102.217
2,1728491456,518.5,20241009 09:30:56,09:30:56,5,preburn,quag,8,66,1728491448,0.000868906,0.868906053,-0.808047126,11.56645333,35.58144565,3.473235904,1.129044092,0.05292908,2.884963332,0.05239547,0.032794663,283.8766219,26.22707073,24.86083333,3.153391282,50.22195412,1.573800984,3.133691254,1.579590297,-38.31875696,-16.32538211,-1.194661581,228.0378212,-1.166314246,0.859527381,-0.808047126,10.30212484,11.37506848,-0.057599246,66.76948387,0.868906053,15.28005992,16.13411636,0.000158159,80.08681088,0,0,1,0,51933.86907,1599.909,1358.706537,0.849239886,0.17743298,6,0.5,0: Broadleaf,2,TRUE,1728491448,11.56645333,10.41008,16.12275,15.27708,14.53323667,16.21325,599.9996,97.51367,0.10001155,24.75587,24.86083333,999.9,0,0,9996.544667,0,68.09908,1.156377333,11.75599,10.57158333,0.8456686,10.41008,15.27708,1.572189,1.489724667,13.68888333,12.86310333,1599.909,0.692004,0.307996033,0,2.011553333,0,14362.89333,13789.42,37.04566667,38.0956,37.69973333,36.14973333,36.52886667,1107.143333,492.766,0,1728491513,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,1.147115,0.172898161,0.021603676,0,0.8464552,-0.007283009,0.004033952,1,1,2,1/2,3.23141,2.7043,0.00414205,0.00295119,0.0852081,0.0820686,32926.9,32216.6,31643.7,30608,38796.4,37130,44373.4,42721.1,2.20408,1.9405,0.155456,0,22.3404,999.9,69.5,22.8,19.8555,61.04,25.7612,1,-0.341171,-1.38623,20.1955,5.22762,11.9945,4.96755,3.297,9999,9999,9999,148.1,4.97108,1.86768,1.85887,1.86508,1.86308,1.8644,1.85984,1.86394,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-2.964,-0.0905,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,8.4,8.3,0.032959,4.99878,1.44897,2.32666,1.55151,2.28516,28.6269,14.9288,18,607.371,444.08,23.9063,22.5668,30.0003,22.5067,22.4211,0.122296,32.285,79.6694,23.9423,20.0444,15.2843,100.454,102.102
3,1728491461,523.5,20241009 09:31:01,09:31:01,5,preburn,quag,8,66,1728491453,0.000876078,0.876077655,-0.914713421,11.32206552,38.39678138,3.748036818,1.10518426,0.053231262,2.886182548,0.0526918,0.032980388,283.868866,26.24059244,24.88598966,3.158128789,50.19639637,1.574509378,3.136698033,1.583619411,-38.6350246,-17.7480435,-1.298490214,226.1873077,-1.171589012,0.8643958,-0.914713421,10.03482272,11.14974364,-0.042451941,66.76948387,0.876077655,15.28179189,16.14306,0.000131324,80.08681088,0,0,1,0,51965.98374,1599.867586,1358.671155,0.849239754,0.177432725,6,0.5,0: Broadleaf,2,TRUE,1728491453,11.32206552,10.16023207,16.13006897,15.2795931,14.28718276,16.22056897,599.9838966,97.51341379,0.099893452,24.77192759,24.88598966,999.9,0,0,10003.57966,0,68.08476552,1.161838966,11.50768621,10.3178831,0.850476897,10.16023207,15.2795931,1.572898966,1.489965172,13.69581724,12.86557586,1599.867586,0.692008793,0.30799131,0,2.054627586,0,14361.8,13789.08621,37.10975862,38.22606897,37.76917241,36.26910345,36.61831034,1107.121724,492.7462069,0,1728491518,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,1.157704634,0.059475261,0.011702081,1,0.848132268,0.054278822,0.005733148,1,2,2,2/2,3.23143,2.70434,0.00407617,0.00288751,0.0852406,0.0820781,32928.7,32218.7,31643.3,30608.1,38794.3,37129.6,44372.6,42721.1,2.20403,1.9404,0.157714,0,22.3354,999.9,69.5,22.8,19.8554,61.2,25.8734,1,-0.34107,-1.3381,20.1948,5.22103,11.9947,4.96565,3.29563,9999,9999,9999,148.1,4.97109,1.86767,1.85886,1.86508,1.86305,1.86438,1.85981,1.86393,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-2.963,-0.0905,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,8.5,8.4,0.045166,2.64526,1.44897,2.32666,1.55151,2.38281,28.6058,14.9463,18,607.38,444.05,23.9918,22.5697,30.0003,22.5106,22.4244,1.09419,32.285,79.2953,24.0127,40.1064,15.2776,100.452,102.102
4,1728491466,528.5,20241009 09:31:06,09:31:06,5,preburn,quag,8,66,1728491458,0.000881723,0.881722515,-0.847581697,11.07591071,36.05220946,3.519168953,1.081154295,0.053431768,2.886589737,0.052888334,0.033103573,283.8767921,26.25886568,24.91321786,3.163263487,50.16556974,1.575416279,3.140433344,1.587847207,-38.88396292,-18.88637595,-1.381906648,224.7245466,-1.170577633,0.870925708,-0.847581697,9.813500919,10.90130788,-0.051823903,66.76948387,0.881722515,15.28553836,16.15236242,0.000131508,80.08681088,0,0,1,0,51974.16681,1599.911429,1358.708464,0.849239802,0.177432817,6,0.5,0: Broadleaf,2,TRUE,1728491458,11.07591071,9.914933214,16.13938929,15.28248571,14.03934286,16.22988214,599.9761429,97.513275,0.099853443,24.79185714,24.91321786,999.9,0,0,10005.93536,0,68.07023214,1.160979643,11.25760357,10.06880929,0.856895643,9.914933214,15.28248571,1.573805,1.490245714,13.704675,12.86845357,1599.911429,0.692006893,0.307993179,0,2.084346429,0,14360.94286,13789.45357,37.21632143,38.37475,37.86139286,36.40371429,36.72075,1107.149286,492.7621429,0,1728491523,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,1.16055425,-0.00725955,0.010256643,1,0.853782825,0.076663891,0.007409168,1,2,2,2/2,3.23156,2.70418,0.00400401,0.00281458,0.0852723,0.0820934,32930.4,32220.7,31642.7,30607.8,38792.3,37128.9,44371.8,42720.9,2.2041,1.9403,0.158902,0,22.335,999.9,69.5,22.8,19.8528,60.34,25.8173,1,-0.341006,-1.27045,20.1954,5.22118,11.9939,4.9658,3.29568,9999,9999,9999,148.1,4.97102,1.86765,1.85883,1.86507,1.86301,1.86434,1.85977,1.86387,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-2.961,-0.0904,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,8.6,8.5,0.141602,2.58911,1.44897,2.32788,1.55151,2.24243,28.6269,14.9288,18,607.47,444.027,24.0541,22.572,30.0003,22.5139,22.4286,3.15991,32.285,79.2953,24.0622,70.1793,15.2671,100.45,102.102
5,1728491471,533.5,20241009 09:31:11,09:31:11,5,preburn,quag,8,66,1728491464,0.00088745,0.887449646,-0.876821664,10.81967778,36.56660836,3.569375307,1.056140901,0.053652069,2.885214883,0.05310391,0.033238727,283.884988,26.27800552,24.93813333,3.167968442,50.13532017,1.576345011,3.1441806,1.591623431,-39.13652937,-19.64625122,-1.43851648,223.6636909,-1.163411416,0.877369027,-0.876821664,9.569038749,10.66012061,-0.045789707,66.76948387,0.887449646,15.28902091,16.16151515,0.000127245,80.08681088,0,0,1,0,51931.30151,1599.959259,1358.748933,0.849239707,0.177432635,6,0.5,0: Broadleaf,2,TRUE,1728491464,10.81967778,9.665685556,16.14892963,15.28567407,13.78134444,16.23940741,599.9617037,97.5131037,0.099867981,24.81182963,24.93813333,999.9,0,0,9998.048519,0,68.07244444,1.153986296,10.99726667,9.815725926,0.863243222,9.665685556,15.28567407,1.574731852,1.490552963,13.71373333,12.87161481,1599.959259,0.692009963,0.307990111,0,2.099096296,0,14358.38148,13789.88148,37.33074074,38.51596296,37.95803704,36.53440741,36.81688889,1107.187407,492.7718519,0,1728491528,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,1.158882,-0.07132728,0.010795547,1,0.858515725,0.073199268,0.007086391,1,2,2,2/2,3.23139,2.70433,0.00393507,0.00277627,0.085305,0.0821048,32932.7,32221.4,31642.7,30607.4,38790.8,37127.9,44371.8,42720.4,2.2037,1.94045,0.159785,0,22.3382,999.9,69.5,22.8,19.8553,60.71,25.629,1,-0.340584,-1.20588,20.1958,5.22014,11.9942,4.9653,3.29558,9999,9999,9999,148.1,4.97102,1.86765,1.85883,1.86504,1.86301,1.86434,1.85977,1.86386,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-2.959,-0.0905,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,8.6,8.6,0.291748,2.53418,1.44775,2.32788,1.55151,2.4292,28.6269,14.9376,18,607.234,444.148,24.0975,22.5754,30.0002,22.5177,22.4323,6.15134,32.285,79.2953,24.0987,90.2396,15.2492,100.45,102.1
6,1728491476,538.5,20241009 09:31:16,09:31:16,5,preburn,quag,8,66,1728491468,0.000886614,0.886613811,-0.831899778,10.638425,35.12535918,3.428671725,1.038442534,0.053499137,2.88424342,0.0529539,0.033144712,283.8883095,26.29418978,24.95765714,3.171659525,50.11220007,1.577076648,3.147091219,1.594582877,-39.09966907,-20.26548439,-1.484618893,223.0385372,-0.953522229,0.88186581,-0.831899778,10.0860144,10.73145273,0.045519818,66.76948387,0.886613811,15.29205221,16.16420242,2.7197E-05,80.08681088,0,0,1,0,51900.76931,1599.978929,1358.76555,0.849239653,0.17743253,6,0.5,0: Broadleaf,2,TRUE,1728491468,10.638425,9.694272857,16.15651429,15.28888571,13.59885714,16.24698929,599.9926429,97.51240714,0.1000246,24.82732857,24.95765714,999.9,0,0,9992.537143,0,68.06801071,0.944142543,10.81312143,9.844786786,0.867616286,9.694272857,15.28888571,1.575460357,1.490856429,13.72085357,12.87471071,1599.978929,0.692011179,0.307988821,0,2.00295,0,14355.83929,13790.04643,37.42382143,38.62475,38.03767857,36.64703571,36.89935714,1107.203929,492.775,0,1728491533,0,1728490957,09:22:36,1728490953,1728490957,1,-0.065,-0.008,-3.246,-0.091,52,15,0.25,0.13,1.00668978,-2.284651875,0.315881599,0,0.8651496,0.056275677,0.00550216,1,1,2,1/2,3.23155,2.70437,0.00397994,0.0032015,0.0853113,0.0821133,32930.8,32207.4,31642.3,30607.1,38790,37127,44371.2,42719.7,2.2039,1.94002,0.160635,0,22.3406,999.9,69.5,22.8,19.8561,60.99,25.5809,1,-0.340645,-1.15601,20.1963,5.22014,11.9942,4.9654,3.29555,9999,9999,9999,148.1,4.97102,1.86764,1.85884,1.86507,1.86298,1.86436,1.85979,1.86388,0,0,0,0,10111111,oioooooo,on,on,on,on,0,100,100,-2.96,-0.0905,-2.868309889,-0.006773962,-8.29607E-08,3.32297E-10,-0.078710693,-0.002083363,8.80175E-05,-2.67769E-07,3,2052,2,18,8.7,8.7,0.482178,2.52441,1.44897,2.32788,1.55151,2.31567,28.6269,14.9288,18,607.414,443.929,24.1254,22.5777,30.0002,22.5213,22.436,10.1621,32.285,79.2953,24.1231,120.308,15.2372,100.449,102.099
